	Generation	Identity	Population
1019	119	clone_D	3.31E+01
1020	120	clone_D	3.36E+01
1021	121	clone_D	3.40E+01
1022	122	clone_D	3.44E+01
1023	123	clone_D	3.48E+01
1024	124	clone_D	3.52E+01
1025	125	clone_D	3.56E+01
1026	126	clone_D	3.60E+01
1027	127	clone_D	3.63E+01
1028	128	clone_D	3.66E+01
1029	129	clone_D	3.69E+01
1030	130	clone_D	3.72E+01
1031	131	clone_D	3.75E+01
1032	132	clone_D	3.77E+01
1033	133	clone_D	3.79E+01
1034	134	clone_D	3.81E+01
1035	135	clone_D	3.83E+01
1036	136	clone_D	3.84E+01
1037	137	clone_D	3.86E+01
1038	138	clone_D	3.87E+01
1039	139	clone_D	3.87E+01
1040	140	clone_D	3.88E+01
1041	141	clone_D	3.88E+01
1042	142	clone_D	3.88E+01
1043	143	clone_D	3.88E+01
1044	144	clone_D	3.87E+01
1045	145	clone_D	3.86E+01
1046	146	clone_D	3.85E+01
1047	147	clone_D	3.84E+01
1048	148	clone_D	3.82E+01
1049	149	clone_D	3.81E+01
1050	150	clone_D	3.79E+01
1051	151	clone_D	3.76E+01
1052	152	clone_D	3.74E+01
1053	153	clone_D	3.71E+01
1054	154	clone_D	3.68E+01
1055	155	clone_D	3.65E+01
1056	156	clone_D	3.62E+01
1057	157	clone_D	3.58E+01
1058	158	clone_D	3.55E+01
1059	159	clone_D	3.51E+01
1060	160	clone_D	3.47E+01
1061	161	clone_D	3.42E+01
1062	162	clone_D	3.38E+01
1063	163	clone_D	3.33E+01
1064	164	clone_D	3.28E+01
1065	165	clone_D	3.24E+01
1066	166	clone_D	3.18E+01
1067	167	clone_D	3.13E+01
1068	168	clone_D	3.08E+01
1069	169	clone_D	3.02E+01
1070	170	clone_D	2.97E+01
1071	171	clone_D	2.91E+01
1072	172	clone_D	2.85E+01
1073	173	clone_D	2.79E+01
1074	174	clone_D	2.73E+01
1075	175	clone_D	2.67E+01
1076	176	clone_D	2.60E+01
1077	177	clone_D	2.54E+01
1078	178	clone_D	2.47E+01
1079	179	clone_D	2.41E+01
1080	180	clone_D	2.34E+01
1081	181	clone_D	2.27E+01
1082	182	clone_D	2.20E+01
1083	183	clone_D	2.13E+01
1084	184	clone_D	2.06E+01
1085	185	clone_D	1.99E+01
1086	186	clone_D	1.92E+01
1087	187	clone_D	1.85E+01
1088	188	clone_D	1.78E+01
1089	189	clone_D	1.70E+01
1090	190	clone_D	1.63E+01
1091	191	clone_D	1.56E+01
1092	192	clone_D	1.49E+01
1093	193	clone_D	1.41E+01
1094	194	clone_D	1.34E+01
1095	195	clone_D	1.26E+01
1096	196	clone_D	1.19E+01
1097	197	clone_D	1.12E+01
1098	198	clone_D	1.04E+01
1099	199	clone_D	9.69E+00
1100	200	clone_D	8.96E+00
1101	201	clone_D	8.22E+00
1102	202	clone_D	7.49E+00
1103	203	clone_D	6.76E+00
1104	204	clone_D	6.04E+00
1105	205	clone_D	5.32E+00
1106	206	clone_D	4.60E+00
1107	207	clone_D	3.89E+00
1108	208	clone_D	3.19E+00
1109	209	clone_D	2.49E+00
1110	210	clone_D	1.80E+00
1111	211	clone_D	1.11E+00
1112	212	clone_D	4.32E-01
1113	213	clone_D	0.00E+00
1114	214	clone_D	0.00E+00
1115	215	clone_D	0.00E+00
1116	216	clone_D	0.00E+00
1117	217	clone_D	0.00E+00
1118	218	clone_D	0.00E+00
1119	219	clone_D	0.00E+00
1120	220	clone_D	0.00E+00
1121	221	clone_D	0.00E+00
1122	222	clone_D	0.00E+00
1123	223	clone_D	0.00E+00
1124	224	clone_D	0.00E+00
1125	225	clone_D	0.00E+00
1126	226	clone_D	0.00E+00
1127	227	clone_D	0.00E+00
1128	228	clone_D	0.00E+00
1129	229	clone_D	0.00E+00
1130	230	clone_D	0.00E+00
1131	231	clone_D	0.00E+00
1132	232	clone_D	0.00E+00
1133	233	clone_D	0.00E+00
1134	234	clone_D	0.00E+00
1135	235	clone_D	0.00E+00
1136	236	clone_D	0.00E+00
1137	237	clone_D	0.00E+00
1138	238	clone_D	0.00E+00
1139	239	clone_D	0.00E+00
1140	240	clone_D	0.00E+00
1141	241	clone_D	0.00E+00
1142	242	clone_D	0.00E+00
1143	243	clone_D	0.00E+00
1144	244	clone_D	0.00E+00
1145	245	clone_D	0.00E+00
1146	246	clone_D	0.00E+00
1147	247	clone_D	0.00E+00
1148	248	clone_D	0.00E+00
1149	249	clone_D	0.00E+00
1150	250	clone_D	0.00E+00
1151	251	clone_D	0.00E+00
1152	252	clone_D	0.00E+00
1153	253	clone_D	0.00E+00
1154	254	clone_D	0.00E+00
1155	255	clone_D	0.00E+00
1156	256	clone_D	0.00E+00
1157	257	clone_D	0.00E+00
1158	258	clone_D	0.00E+00
1159	259	clone_D	0.00E+00
1160	260	clone_D	0.00E+00
1161	261	clone_D	0.00E+00
1162	262	clone_D	0.00E+00
1163	263	clone_D	0.00E+00
1164	264	clone_D	0.00E+00
1165	265	clone_D	0.00E+00
1166	266	clone_D	0.00E+00
1167	267	clone_D	0.00E+00
1168	268	clone_D	0.00E+00
1169	269	clone_D	0.00E+00
1170	270	clone_D	0.00E+00
1171	271	clone_D	0.00E+00
1172	272	clone_D	0.00E+00
1173	273	clone_D	0.00E+00
1174	274	clone_D	0.00E+00
1175	275	clone_D	0.00E+00
1176	276	clone_D	0.00E+00
1177	277	clone_D	0.00E+00
1178	278	clone_D	0.00E+00
1179	279	clone_D	0.00E+00
1180	280	clone_D	0.00E+00
1181	281	clone_D	0.00E+00
1182	282	clone_D	0.00E+00
1183	283	clone_D	0.00E+00
1184	284	clone_D	0.00E+00
1185	285	clone_D	0.00E+00
1186	286	clone_D	0.00E+00
1187	287	clone_D	0.00E+00
1188	288	clone_D	0.00E+00
1189	289	clone_D	0.00E+00
1190	290	clone_D	0.00E+00
1191	291	clone_D	0.00E+00
1192	292	clone_D	0.00E+00
1193	293	clone_D	0.00E+00
1194	294	clone_D	0.00E+00
1195	295	clone_D	0.00E+00
1196	296	clone_D	0.00E+00
1197	297	clone_D	0.00E+00
1198	298	clone_D	0.00E+00
1199	299	clone_D	0.00E+00
1200	300	clone_D	0.00E+00
1201	1	clone_E	0.00E+00
1202	2	clone_E	0.00E+00
1203	3	clone_E	0.00E+00
1204	4	clone_E	0.00E+00
1205	5	clone_E	0.00E+00
1206	6	clone_E	0.00E+00
1207	7	clone_E	0.00E+00
1208	8	clone_E	0.00E+00
1209	9	clone_E	0.00E+00
1210	10	clone_E	0.00E+00
1211	11	clone_E	0.00E+00
1212	12	clone_E	0.00E+00
1213	13	clone_E	0.00E+00
1214	14	clone_E	0.00E+00
1215	15	clone_E	0.00E+00
1216	16	clone_E	0.00E+00
1217	17	clone_E	0.00E+00
1218	18	clone_E	0.00E+00
1219	19	clone_E	0.00E+00
1220	20	clone_E	0.00E+00
1221	21	clone_E	0.00E+00
1222	22	clone_E	0.00E+00
1223	23	clone_E	0.00E+00
1224	24	clone_E	0.00E+00
1225	25	clone_E	0.00E+00
1226	26	clone_E	0.00E+00
1227	27	clone_E	0.00E+00
1228	28	clone_E	0.00E+00
1229	29	clone_E	0.00E+00
1230	30	clone_E	0.00E+00
1231	31	clone_E	0.00E+00
1232	32	clone_E	5.73E-02
1233	33	clone_E	1.16E-01
1234	34	clone_E	1.77E-01
1235	35	clone_E	2.40E-01
1236	36	clone_E	3.04E-01
1237	37	clone_E	3.69E-01
1238	38	clone_E	4.35E-01
1239	39	clone_E	5.01E-01
1240	40	clone_E	5.69E-01
1241	41	clone_E	6.37E-01
1242	42	clone_E	7.06E-01
1243	43	clone_E	7.74E-01
1244	44	clone_E	8.43E-01
1245	45	clone_E	9.11E-01
1246	46	clone_E	9.80E-01
1247	47	clone_E	1.05E+00
1248	48	clone_E	1.11E+00
1249	49	clone_E	1.18E+00
1250	50	clone_E	1.25E+00
1251	51	clone_E	1.31E+00
1252	52	clone_E	1.37E+00
1253	53	clone_E	1.43E+00
1254	54	clone_E	1.49E+00
1255	55	clone_E	1.55E+00
1256	56	clone_E	1.61E+00
1257	57	clone_E	1.66E+00
1258	58	clone_E	1.71E+00
1259	59	clone_E	1.76E+00
1260	60	clone_E	1.80E+00
1261	61	clone_E	1.85E+00
1262	62	clone_E	1.89E+00
1263	63	clone_E	1.92E+00
1264	64	clone_E	1.96E+00
1265	65	clone_E	1.99E+00
1266	66	clone_E	2.01E+00
1267	67	clone_E	2.03E+00
1268	68	clone_E	2.05E+00
1269	69	clone_E	2.07E+00
1270	70	clone_E	2.08E+00
1271	71	clone_E	2.08E+00
1272	72	clone_E	2.08E+00
1273	73	clone_E	2.08E+00
1274	74	clone_E	2.07E+00
1275	75	clone_E	2.05E+00
1276	76	clone_E	2.04E+00
1277	77	clone_E	2.02E+00
1278	78	clone_E	1.99E+00
1279	79	clone_E	1.97E+00
1280	80	clone_E	1.94E+00
1281	81	clone_E	1.91E+00
1282	82	clone_E	1.88E+00
1283	83	clone_E	1.84E+00
1284	84	clone_E	1.80E+00
1285	85	clone_E	1.76E+00
1286	86	clone_E	1.72E+00
1287	87	clone_E	1.68E+00
1288	88	clone_E	1.64E+00
1289	89	clone_E	1.60E+00
1290	90	clone_E	1.56E+00
1291	91	clone_E	1.52E+00
1292	92	clone_E	1.48E+00
1293	93	clone_E	1.43E+00
1294	94	clone_E	1.39E+00
1295	95	clone_E	1.36E+00
1296	96	clone_E	1.32E+00
1297	97	clone_E	1.28E+00
1298	98	clone_E	1.25E+00
1299	99	clone_E	1.22E+00
1300	100	clone_E	1.19E+00
1301	101	clone_E	1.16E+00
1302	102	clone_E	1.14E+00
1303	103	clone_E	1.11E+00
1304	104	clone_E	1.10E+00
1305	105	clone_E	1.08E+00
1306	106	clone_E	1.07E+00
1307	107	clone_E	1.07E+00
1308	108	clone_E	1.06E+00
1309	109	clone_E	1.07E+00
1310	110	clone_E	1.08E+00
1311	111	clone_E	1.09E+00
1312	112	clone_E	1.11E+00
1313	113	clone_E	1.13E+00
1314	114	clone_E	1.16E+00
1315	115	clone_E	1.20E+00
1316	116	clone_E	1.24E+00
1317	117	clone_E	1.29E+00
1318	118	clone_E	1.35E+00
1319	119	clone_E	1.41E+00
1320	120	clone_E	1.48E+00
1321	121	clone_E	1.56E+00
1322	122	clone_E	1.65E+00
1323	123	clone_E	1.74E+00
1324	124	clone_E	1.85E+00
1325	125	clone_E	1.96E+00
1326	126	clone_E	2.08E+00
1327	127	clone_E	2.21E+00
1328	128	clone_E	2.35E+00
1329	129	clone_E	2.50E+00
1330	130	clone_E	2.66E+00
1331	131	clone_E	2.83E+00
1332	132	clone_E	3.01E+00
1333	133	clone_E	3.20E+00
1334	134	clone_E	3.40E+00
1335	135	clone_E	3.62E+00
1336	136	clone_E	3.84E+00
1337	137	clone_E	4.08E+00
1338	138	clone_E	4.33E+00
1339	139	clone_E	4.59E+00
1340	140	clone_E	4.86E+00
1341	141	clone_E	5.15E+00
1342	142	clone_E	5.45E+00
1343	143	clone_E	5.76E+00
1344	144	clone_E	6.09E+00
1345	145	clone_E	6.42E+00
1346	146	clone_E	6.77E+00
1347	147	clone_E	7.13E+00
1348	148	clone_E	7.51E+00
1349	149	clone_E	7.89E+00
1350	150	clone_E	8.28E+00
1351	151	clone_E	8.69E+00
1352	152	clone_E	9.11E+00
1353	153	clone_E	9.53E+00
1354	154	clone_E	9.97E+00
1355	155	clone_E	1.04E+01
1356	156	clone_E	1.09E+01
1357	157	clone_E	1.13E+01
1358	158	clone_E	1.18E+01
1359	159	clone_E	1.23E+01
1360	160	clone_E	1.28E+01
1361	161	clone_E	1.33E+01
1362	162	clone_E	1.38E+01
1363	163	clone_E	1.43E+01
1364	164	clone_E	1.48E+01
1365	165	clone_E	1.54E+01
1366	166	clone_E	1.59E+01
1367	167	clone_E	1.64E+01
1368	168	clone_E	1.70E+01
1369	169	clone_E	1.75E+01
1370	170	clone_E	1.81E+01
1371	171	clone_E	1.87E+01
1372	172	clone_E	1.92E+01
1373	173	clone_E	1.98E+01
1374	174	clone_E	2.04E+01
1375	175	clone_E	2.10E+01
1376	176	clone_E	2.16E+01
1377	177	clone_E	2.22E+01
1378	178	clone_E	2.28E+01
1379	179	clone_E	2.34E+01
1380	180	clone_E	2.40E+01
1381	181	clone_E	2.46E+01
1382	182	clone_E	2.52E+01
1383	183	clone_E	2.58E+01
1384	184	clone_E	2.64E+01
1385	185	clone_E	2.71E+01
1386	186	clone_E	2.77E+01
1387	187	clone_E	2.83E+01
1388	188	clone_E	2.89E+01
1389	189	clone_E	2.95E+01
1390	190	clone_E	3.02E+01
1391	191	clone_E	3.08E+01
1392	192	clone_E	3.14E+01
1393	193	clone_E	3.21E+01
1394	194	clone_E	3.27E+01
1395	195	clone_E	3.33E+01
1396	196	clone_E	3.39E+01
1397	197	clone_E	3.46E+01
1398	198	clone_E	3.52E+01
1399	199	clone_E	3.58E+01
1400	200	clone_E	3.64E+01
1401	201	clone_E	3.70E+01
1402	202	clone_E	3.77E+01
1403	203	clone_E	3.83E+01
1404	204	clone_E	3.89E+01
1405	205	clone_E	3.95E+01
1406	206	clone_E	4.01E+01
1407	207	clone_E	4.07E+01
1408	208	clone_E	4.13E+01
1409	209	clone_E	4.19E+01
1410	210	clone_E	4.25E+01
1411	211	clone_E	4.31E+01
1412	212	clone_E	4.36E+01
1413	213	clone_E	4.42E+01
1414	214	clone_E	4.48E+01
1415	215	clone_E	4.53E+01
1416	216	clone_E	4.59E+01
1417	217	clone_E	4.65E+01
1418	218	clone_E	4.70E+01
1419	219	clone_E	4.75E+01
1420	220	clone_E	4.81E+01
1421	221	clone_E	4.86E+01
1422	222	clone_E	4.91E+01
1423	223	clone_E	4.96E+01
1424	224	clone_E	5.01E+01
1425	225	clone_E	5.06E+01
1426	226	clone_E	5.11E+01
1427	227	clone_E	5.16E+01
1428	228	clone_E	5.21E+01
1429	229	clone_E	5.25E+01
1430	230	clone_E	5.30E+01
1431	231	clone_E	5.34E+01
1432	232	clone_E	5.38E+01
1433	233	clone_E	5.43E+01
1434	234	clone_E	5.47E+01
1435	235	clone_E	5.51E+01
1436	236	clone_E	5.55E+01
1437	237	clone_E	5.58E+01
1438	238	clone_E	5.62E+01
1439	239	clone_E	5.65E+01
1440	240	clone_E	5.69E+01
1441	241	clone_E	5.72E+01
1442	242	clone_E	5.75E+01
1443	243	clone_E	5.78E+01
1444	244	clone_E	5.81E+01
1445	245	clone_E	5.84E+01
1446	246	clone_E	5.87E+01
1447	247	clone_E	5.89E+01
1448	248	clone_E	5.92E+01
1449	249	clone_E	5.94E+01
1450	250	clone_E	5.96E+01
1451	251	clone_E	5.98E+01
1452	252	clone_E	6.00E+01
1453	253	clone_E	6.01E+01
1454	254	clone_E	6.03E+01
1455	255	clone_E	6.04E+01
1456	256	clone_E	6.05E+01
1457	257	clone_E	6.06E+01
1458	258	clone_E	6.07E+01
1459	259	clone_E	6.08E+01
1460	260	clone_E	6.08E+01
1461	261	clone_E	6.09E+01
1462	262	clone_E	6.09E+01
1463	263	clone_E	6.09E+01
1464	264	clone_E	6.09E+01
1465	265	clone_E	6.08E+01
1466	266	clone_E	6.08E+01
1467	267	clone_E	6.07E+01
1468	268	clone_E	6.06E+01
1469	269	clone_E	6.05E+01
1470	270	clone_E	6.03E+01
1471	271	clone_E	6.02E+01
1472	272	clone_E	6.00E+01
1473	273	clone_E	5.98E+01
1474	274	clone_E	5.96E+01
1475	275	clone_E	5.94E+01
1476	276	clone_E	5.91E+01
1477	277	clone_E	5.88E+01
1478	278	clone_E	5.85E+01
1479	279	clone_E	5.82E+01
1480	280	clone_E	5.79E+01
1481	281	clone_E	5.79E+01
1482	282	clone_E	5.79E+01
1483	283	clone_E	5.79E+01
1484	284	clone_E	5.79E+01
1485	285	clone_E	5.79E+01
1486	286	clone_E	5.79E+01
1487	287	clone_E	5.79E+01
1488	288	clone_E	5.79E+01
1489	289	clone_E	5.79E+01
1490	290	clone_E	5.79E+01
1491	291	clone_E	5.79E+01
1492	292	clone_E	5.79E+01
1493	293	clone_E	5.79E+01
1494	294	clone_E	5.79E+01
1495	295	clone_E	5.79E+01
1496	296	clone_E	5.79E+01
1497	297	clone_E	5.79E+01
1498	298	clone_E	5.79E+01
1499	299	clone_E	5.79E+01
1500	300	clone_E	5.79E+01
