	HA1	HA2	HA3	HA4	HA5	HA6	HA7	HB1	HB2	HB3	HB4	HB5	HB6	HB7	HC1	HC2	HC3	HC4	HC5	HC6	HC7	HD1	HD2	HD3	HD4	HD5	HD6	HD7	HE1	HE2	HE3	HE4	HE5	HE6	HE7	HF1	HF2	HF3	HF4	HF5	HF6	HF7	VA1	VA2	VA3	VA4	VA5	VD1	VD2	VD3	VD4	VD5	VF1	VF2	VF3	VF4	VF5	MA1	MA2	MA3	MA4	MA5	MA6	MB1	MB2	MB3	MB4	MB5	MB6	MC1	MC2	MC3	MC4	MC5	MC6	MD1	MD2	MD3	MD4	MD5	MD6	ME1	ME2	ME3	ME4	ME5	ME6	MF1	MF2	MF3	MF4	MF5	MF6	YA1	YA2	YA3	YA4	YA5	YD1	YD2	YD3	YD4	YD5	YF1	YF2	YF3	YF4	YF5
MD6	0.799821667	0.905977312	0.637166188	0.647271929	0.609991765	0.643391385	0.6124856	0.764350115	0.709709055	0.579636044	0.702071687	0.592692456	0.644388398	0.761358018	0.84055788	0.873343961	0.582698044	0.670409511	0.751832865	0.868309588	0.634170522	0.722721438	0.705050505	0.674439165	0.613429729	0.663152084	0.629139073	0.685998571	0.703402119	0.896193018	0.589486996	0.62435049	0.617340142	0.614237773	0.619262521	0.734969054	0.692096295	0.631520656	0.631723986	0.815715467	0.746221905	0.666630197	0.61403161	0.732345784	0.643320937	0.538670846	0.681069801	0.67850104	0.726776445	0.686528597	0.506326701	0.646898166	0.676169105	0.740424986	0.609135707	0.634736719	0.647898546	0.499664354	0.496873768	0.507707663	0.532989806	0.461707523	0.455817628	0.5119811	0.498438197	0.458760289	0.455233149	0.44713706	0.430083405	0.485256482	0.467429478	0.196628565	0.230445657	0.5194307	0.456851083	0.423179037	0.422318973	0.207248913	0.174563732	0.070940372	0	0.423865508	0.427699747	0.167589331	0.132266122	0.335895118	0.339172971	0.699817367	0.639523226	0.408067227	0.393630716	0.372557801	0.360714286	0.485961366	0.44115283	0.454342362	0.441778485	0.458409837	0.47000446	0.397272425	0.435897436	0.465993266	0.388346245	0.425959355	0.428669176	0.393817974	0.391377045	0.463201498
ME1	0.779107427	0.902842711	0.651030059	0.789735547	0.70413241	0.738246369	0.754188736	0.759514617	0.773876631	0.647383815	0.837140234	0.69933861	0.755401901	0.820415674	0.82514562	0.875324957	0.645605442	0.793720514	0.770826545	0.857576414	0.762222584	0.732270478	0.761136217	0.679385989	0.789002213	0.751250816	0.776639344	0.797443674	0.717299346	0.908554256	0.670097508	0.817740892	0.703318935	0.753170732	0.754053028	0.739887855	0.743325933	0.650537341	0.798012706	0.830508475	0.785273416	0.788282219	0.734288194	0.695690897	0.770531674	0.683354246	0.758482604	0.808860902	0.686125803	0.747120348	0.650670631	0.693642253	0.768123564	0.71988774	0.68136795	0.74197058	0.701398655	0.248112844	0.340175302	0.291637079	0.234512054	0.128649129	0.121200333	0.188410614	0.210153288	0.153871608	0.152276644	0.188544153	0.2133877	0.16227325	0.24482624	0.365501563	0.395801847	0.189375685	0.127604311	0.232115461	0.226352304	0.483375959	0.440266963	0.437402146	0.423865508	0	0.193199207	0.365829478	0.384873386	0.555122711	0.551697099	0.684003925	0.588851704	0.582298736	0.576185226	0.531318924	0.526960919	0.171174161	0.155389746	0.1509517	0.129276076	0.120464759	0.259377231	0.246791546	0.149321267	0.213729066	0.301155526	0.231457068	0.176800853	0.176238517	0.30160409	0.361980331
ME2	0.777110444	0.899314248	0.675916749	0.791191937	0.731331836	0.778371016	0.782230251	0.761050573	0.787625054	0.689032754	0.837234741	0.724562078	0.776659189	0.811084919	0.821522017	0.866915355	0.682800441	0.7898495	0.775895264	0.848602953	0.774431131	0.743358396	0.771917398	0.7100794	0.806077831	0.768192585	0.793544159	0.792418674	0.731745325	0.907060166	0.696460905	0.827520332	0.728038108	0.773593192	0.764499121	0.757251572	0.761847301	0.683355438	0.790672093	0.820612997	0.7891966	0.796156786	0.747914491	0.698625407	0.781042742	0.707227267	0.769420307	0.811953771	0.687566561	0.760028469	0.662580789	0.697969854	0.783489689	0.71823933	0.685640091	0.754126377	0.70660144	0.195377917	0.214659097	0.199756529	0.234965348	0.181240511	0.190427928	0.246070947	0.194367138	0.267474996	0.234565119	0.136092678	0.168225908	0.153897402	0.15532444	0.35656682	0.447419172	0.233730929	0.239193729	0.137525916	0.21321596	0.500647851	0.454268808	0.423162845	0.427699747	0.193199207	0	0.349366665	0.383935652	0.56219691	0.561269085	0.6786878	0.593485994	0.5855322	0.584585311	0.540137422	0.535360285	0.170570436	0.115834097	0.277601293	0.138204925	0.239575815	0.183042172	0.346315557	0.128155779	0.168439915	0.213533498	0.131253268	0.113791534	0.217729038	0.23164919	0.323934092
ME3	0.788784946	0.911570029	0.649011942	0.662386103	0.620869751	0.643909679	0.663648951	0.770835597	0.708511876	0.60689508	0.713753658	0.605490866	0.652011923	0.802687713	0.831222258	0.879295624	0.606348185	0.683709996	0.762546816	0.871849637	0.649612403	0.729773638	0.691899915	0.68220089	0.630563088	0.676703815	0.636981934	0.728068303	0.712538557	0.900581703	0.600341588	0.637744265	0.643953676	0.627790238	0.638762754	0.744381872	0.677212826	0.62788198	0.649494463	0.819845857	0.719940254	0.683148335	0.621637802	0.711265394	0.66416941	0.561723894	0.680533752	0.69142357	0.705926042	0.685894602	0.521824442	0.665202812	0.68063165	0.726299388	0.623363783	0.652389484	0.652490039	0.42046133	0.447492077	0.419254157	0.442373526	0.402099049	0.402112638	0.455448246	0.432050658	0.377553238	0.383781416	0.393210518	0.413181666	0.379690115	0.418447509	0.237759499	0.266964335	0.420802762	0.387730662	0.433062937	0.428936407	0.20611105	0.160276074	0.193881628	0.167589331	0.365829478	0.349366665	0	0.124029727	0.389531378	0.406177606	0.667418627	0.598875858	0.414315995	0.422675934	0.383228329	0.375169202	0.390968023	0.379083876	0.34680828	0.375751227	0.345643019	0.393886935	0.33297466	0.358089894	0.390494855	0.300658934	0.428394086	0.378448609	0.376213996	0.407458803	0.429341845
ME4	0.783057171	0.907186594	0.65348256	0.629405405	0.590528194	0.624280875	0.633299119	0.765257181	0.685876798	0.611607385	0.683182211	0.579517746	0.628097835	0.793670544	0.829625968	0.873436908	0.609551784	0.652466125	0.757259947	0.867179459	0.619915392	0.724820045	0.698123353	0.682154516	0.582308522	0.642441702	0.608580823	0.69544741	0.710959807	0.897977793	0.599653473	0.589657959	0.638976937	0.59510266	0.608172556	0.738709326	0.663347045	0.629007634	0.598936286	0.813867622	0.730288436	0.652084905	0.592028632	0.715260682	0.650580573	0.538654489	0.671468996	0.660868124	0.70938516	0.658434858	0.468131562	0.656006146	0.654064434	0.729676615	0.596031184	0.618106625	0.644493114	0.435730807	0.447407818	0.439724831	0.473533304	0.412325956	0.407909353	0.458471761	0.437451949	0.395953917	0.393865303	0.400310662	0.400577348	0.423531989	0.410347904	0.215746421	0.244712991	0.472330177	0.405877154	0.409813721	0.416055925	0.153764935	0.117015954	0.170858931	0.132266122	0.384873386	0.383935652	0.124029727	0	0.366002892	0.387001064	0.700833742	0.636652775	0.404037062	0.371205025	0.384072747	0.37863971	0.429297955	0.39920904	0.411117831	0.393508674	0.404656259	0.412339445	0.385152838	0.382467895	0.400508231	0.325707339	0.402234317	0.398316498	0.378661559	0.380549683	0.420497068
ME5	0.829017808	0.922986416	0.714053879	0.71517761	0.686709372	0.731034852	0.701576031	0.796695757	0.766723659	0.67645949	0.752687016	0.67564068	0.698833396	0.827848101	0.865040739	0.896189296	0.682409012	0.726389638	0.796465438	0.895798501	0.714007992	0.76070901	0.751566097	0.717659805	0.704403867	0.726687233	0.700316643	0.765428772	0.755302865	0.908988944	0.667367513	0.720890319	0.700620307	0.687038136	0.70559033	0.771372846	0.751993964	0.687947883	0.710364206	0.843217819	0.779190689	0.739727497	0.708428271	0.784762342	0.731761783	0.631660405	0.739792803	0.740438017	0.780926353	0.752225719	0.622353865	0.722449872	0.747721956	0.794236119	0.686913098	0.700399722	0.716618209	0.598530541	0.597239856	0.602848445	0.610122969	0.567901916	0.564366291	0.595920617	0.603936577	0.57170298	0.56837796	0.562686402	0.558460585	0.591623037	0.582149201	0.453743497	0.451487134	0.597907243	0.566542015	0.574739937	0.578179369	0.40857538	0.40184847	0.340256144	0.335895118	0.555122711	0.56219691	0.389531378	0.366002892	0	0.029370785	0.401226195	0.351277572	0.134526686	0.129848044	0.124609053	0.089049338	0.581948266	0.570191226	0.564788964	0.568356546	0.576002182	0.465624658	0.526304348	0.558754864	0.576394236	0.50803257	0.568976333	0.562011173	0.558434275	0.560088847	0.294523214
ME6	0.831345171	0.924231825	0.714332372	0.720877335	0.689307767	0.733031674	0.705563975	0.798608042	0.771302618	0.676394012	0.757421727	0.679261672	0.701395651	0.830569106	0.867048206	0.896843475	0.683361491	0.734890035	0.798564281	0.897753175	0.720154323	0.762607355	0.754875552	0.720141728	0.710024318	0.731510729	0.707311805	0.771667209	0.758155911	0.909286328	0.670174677	0.726497572	0.704101188	0.694311767	0.710702069	0.774082756	0.75554471	0.691231904	0.718992986	0.843977804	0.781717632	0.744373077	0.715397153	0.786273495	0.737880347	0.634014584	0.745251493	0.744389261	0.784619455	0.758315516	0.630984053	0.726753904	0.75240767	0.797939687	0.694570679	0.705987553	0.724326154	0.609115489	0.614	0.622449538	0.615269875	0.574588706	0.5705938	0.599778086	0.61474553	0.587429581	0.582317243	0.572341726	0.564428312	0.599802426	0.590190492	0.448574193	0.445148271	0.601733026	0.575737451	0.580151369	0.580297125	0.413028953	0.407708589	0.335617632	0.339172971	0.551697099	0.561269085	0.406177606	0.387001064	0.029370785	0	0.392334571	0.341904291	0.136652484	0.13227338	0.128216455	0.093851489	0.587261146	0.56807246	0.571837814	0.56804037	0.589791438	0.48215366	0.538638228	0.564755245	0.594841424	0.513537456	0.569115959	0.559741355	0.565389174	0.567704349	0.305428092
MF1	0.882648964	0.949452048	0.827350337	0.882129478	0.81994723	0.84904472	0.859734233	0.874031842	0.87374928	0.825618263	0.903060956	0.827480432	0.853167492	0.910127785	0.912111468	0.936489485	0.826193131	0.890281966	0.870523416	0.937612351	0.862791806	0.853634999	0.867716535	0.832740402	0.880271679	0.851671088	0.865621383	0.889992603	0.852022502	0.939987432	0.828559349	0.889683458	0.834782145	0.855964467	0.859508067	0.859911847	0.852395795	0.830468792	0.89289687	0.909803922	0.886435664	0.880620563	0.85920398	0.84397954	0.888138103	0.82300922	0.868138563	0.886462244	0.839595957	0.86618853	0.837873225	0.855643607	0.871884034	0.855348506	0.83825282	0.867164683	0.845971438	0.708451991	0.726308957	0.716447333	0.69853139	0.6995671	0.700709758	0.717495814	0.722766972	0.693664623	0.697327768	0.70388008	0.713024283	0.689881875	0.71363315	0.708146425	0.723577236	0.694477086	0.698765964	0.720724212	0.703919521	0.716066782	0.703394426	0.689840176	0.699817367	0.684003925	0.6786878	0.667418627	0.700833742	0.401226195	0.392334571	0	0.214832254	0.313101964	0.358026019	0.35821056	0.355025462	0.687537076	0.693934887	0.663519313	0.695683021	0.677464186	0.589845215	0.676237149	0.69068235	0.708973323	0.612809316	0.714540987	0.689596673	0.690964021	0.707797037	0.436539928
MF2	0.859513036	0.937645073	0.796521554	0.873765793	0.808335546	0.836616148	0.855695262	0.843372842	0.861600084	0.794885427	0.896745468	0.819081573	0.848242219	0.889709398	0.884928552	0.92259848	0.791582096	0.875665318	0.859708971	0.915527422	0.853536429	0.830285375	0.852020069	0.802863554	0.877317512	0.847131038	0.863532899	0.876029982	0.827924528	0.933828565	0.808475568	0.887107866	0.813908564	0.84955046	0.850345929	0.835755503	0.843308175	0.798158261	0.879023662	0.892508664	0.877026093	0.871851852	0.843601896	0.818303446	0.873186243	0.791551728	0.856833384	0.879420741	0.814081343	0.852882345	0.801408948	0.8268089	0.863278575	0.826998011	0.816476634	0.854521533	0.823154944	0.623378028	0.640341806	0.646188485	0.608206128	0.612306017	0.612256024	0.63159039	0.634677593	0.599437199	0.602705356	0.620997604	0.628325465	0.608153168	0.631279413	0.649537398	0.67065671	0.610899124	0.621841449	0.639473977	0.619606108	0.662575683	0.641185137	0.631764438	0.639523226	0.588851704	0.593485994	0.598875858	0.636652775	0.351277572	0.341904291	0.214832254	0	0.277639415	0.316925407	0.308986636	0.303236246	0.611894942	0.611708615	0.575708502	0.617640598	0.586726187	0.513796077	0.609068496	0.612779483	0.631887202	0.503634588	0.635587029	0.61196167	0.608623549	0.625244731	0.364358932
MF3	0.847778982	0.941226395	0.74195279	0.742713782	0.703165875	0.74024319	0.737423313	0.83486638	0.770853206	0.711841754	0.775077284	0.706779389	0.718901626	0.863133714	0.888075484	0.921205966	0.72080782	0.756690216	0.822801093	0.924043862	0.740145673	0.803613085	0.767829643	0.755452885	0.725045275	0.737856261	0.710118699	0.787673064	0.79876396	0.921703661	0.69480832	0.735411458	0.725663717	0.700208634	0.738734882	0.807221148	0.750080171	0.72186928	0.735584137	0.873250764	0.789237429	0.765056395	0.740208835	0.808825763	0.774088179	0.67671346	0.754173263	0.762798337	0.806437948	0.763790114	0.640683031	0.759137455	0.75875441	0.816147897	0.727124939	0.737887505	0.739332516	0.609286646	0.618698341	0.628032345	0.599891127	0.596517168	0.596337318	0.606756314	0.621990891	0.591401361	0.594075699	0.597042716	0.601809955	0.60411033	0.610236654	0.489516762	0.474265518	0.604712749	0.595702912	0.603968165	0.596594703	0.430797082	0.435548483	0.420974382	0.408067227	0.582298736	0.5855322	0.414315995	0.404037062	0.134526686	0.136652484	0.313101964	0.277639415	0	0.060653865	0.099842211	0.098719896	0.592992796	0.591948255	0.583953097	0.593018118	0.599221159	0.493605029	0.563005282	0.593253968	0.608420593	0.541734861	0.598281418	0.590007755	0.587790504	0.598192562	0.33215723
MF4	0.853331168	0.943717208	0.738007182	0.730041064	0.683059526	0.720954907	0.722737448	0.836215334	0.761423201	0.704518748	0.765695724	0.693467337	0.706690816	0.867527754	0.891104128	0.924909207	0.713764422	0.748141811	0.823819214	0.927640017	0.72743325	0.802168022	0.766341256	0.752240889	0.704007238	0.726512227	0.693788556	0.781029695	0.799707523	0.923361914	0.688461538	0.714073129	0.718583212	0.68626403	0.724322301	0.80084814	0.740268062	0.717174977	0.717192269	0.876258839	0.793593166	0.752405252	0.726332121	0.813121294	0.765292098	0.665908634	0.751443798	0.749829825	0.810805385	0.754228299	0.606652657	0.758547147	0.747221222	0.819620202	0.718565129	0.72398923	0.735023809	0.609212885	0.635786941	0.62783433	0.595148746	0.5894518	0.588167625	0.598601933	0.615297113	0.587320574	0.589083137	0.591727308	0.598504297	0.597125412	0.604992577	0.474768972	0.453241379	0.59762419	0.589430673	0.603673218	0.596864751	0.416091198	0.424122807	0.410111397	0.393630716	0.576185226	0.584585311	0.422675934	0.371205025	0.129848044	0.13227338	0.358026019	0.316925407	0.060653865	0	0.093389867	0.106920284	0.592933864	0.587543869	0.575550494	0.590088847	0.591699989	0.492555092	0.555651284	0.590441055	0.605187163	0.528751294	0.596972778	0.585855791	0.583402766	0.596620175	0.333223177
MF5	0.851025821	0.939040551	0.723154452	0.735104283	0.68555271	0.732250876	0.709137435	0.821820951	0.766456601	0.686077572	0.769054594	0.685809004	0.70801364	0.86066624	0.888371085	0.919017094	0.696205249	0.750227309	0.814997322	0.920996365	0.730800107	0.782391846	0.762576948	0.731250336	0.711715548	0.730315383	0.701595745	0.783653846	0.774418983	0.919640021	0.666167985	0.727408037	0.712914532	0.691756656	0.727044227	0.786201342	0.745339956	0.701619411	0.728699191	0.869802829	0.795791947	0.758838854	0.731817209	0.805057087	0.756166172	0.647609577	0.747334777	0.754168184	0.801993954	0.756905606	0.619318392	0.750806714	0.748851195	0.813699313	0.704120495	0.719876237	0.728311705	0.574028797	0.603435073	0.602003986	0.564380134	0.552697822	0.554764123	0.574151964	0.592349786	0.552751795	0.561146741	0.55333005	0.563804845	0.562125061	0.583457075	0.475995743	0.45974284	0.552711169	0.544983925	0.584878185	0.565749235	0.42133538	0.423886817	0.386663619	0.372557801	0.531318924	0.540137422	0.383228329	0.384072747	0.124609053	0.128216455	0.35821056	0.308986636	0.099842211	0.093389867	0	0.060111659	0.557070404	0.557363348	0.527612021	0.562068775	0.542644038	0.466016789	0.50320461	0.550917002	0.573709739	0.492558469	0.570782962	0.544805446	0.551530641	0.57406657	0.307073601
MF6	0.834754452	0.926963323	0.711170497	0.721335886	0.682889208	0.732529228	0.701514749	0.804153337	0.757233369	0.679147803	0.754672897	0.678234447	0.703266932	0.841928788	0.870347361	0.903179422	0.685894692	0.732643703	0.801676723	0.90418332	0.719560346	0.767821434	0.756097561	0.71751231	0.703459987	0.721084434	0.695073448	0.766096821	0.756750918	0.91217607	0.657593352	0.719857968	0.705085475	0.679688749	0.715291107	0.777004603	0.740362087	0.687406136	0.712653497	0.851717323	0.782995262	0.745892081	0.717353961	0.787984262	0.742582431	0.63729854	0.734483014	0.744065754	0.783667971	0.74437505	0.619460852	0.733642792	0.741721295	0.797361871	0.687381348	0.707406667	0.712313497	0.567977467	0.590490212	0.584103115	0.568438178	0.546124052	0.546318549	0.571226312	0.57610457	0.550121984	0.554972678	0.545226405	0.553725447	0.549030172	0.57379386	0.477775296	0.468368357	0.547084477	0.536940461	0.573581956	0.563684736	0.415815072	0.417154103	0.376808293	0.360714286	0.526960919	0.535360285	0.375169202	0.37863971	0.089049338	0.093851489	0.355025462	0.303236246	0.098719896	0.106920284	0.060111659	0	0.552354028	0.549322373	0.525931534	0.552327501	0.538660488	0.449843429	0.500107388	0.541232019	0.560578072	0.50076087	0.559209415	0.537188259	0.541758972	0.560696977	0.295623044
YA1	0.800738408	0.915257842	0.696311431	0.814038091	0.741559206	0.787664307	0.79094263	0.783645191	0.798597833	0.703691797	0.854380342	0.737544913	0.786244857	0.846549232	0.84183923	0.889311546	0.700150732	0.821800236	0.792962665	0.872513805	0.792699946	0.764232505	0.781787216	0.727223778	0.818278881	0.782559578	0.806134969	0.822555585	0.75081504	0.918024954	0.709769037	0.841019353	0.746890211	0.786499383	0.784273761	0.775013463	0.768480823	0.703755666	0.823718982	0.845558601	0.805902201	0.817638904	0.769291043	0.72478032	0.803904033	0.719622698	0.788734944	0.827557551	0.716222027	0.781033607	0.686693889	0.737659517	0.796667764	0.74366468	0.720798489	0.778985527	0.737459023	0.167520436	0.268777089	0.198184569	0.145024007	0.101048356	0.114200923	0.134998904	0.149114227	0.215513009	0.208049263	0.111867384	0.224704631	0.06613183	0.214364519	0.396605979	0.425107938	0.1177076	0.170201137	0.206179775	0.238482989	0.51701765	0.492547165	0.481485727	0.485961366	0.171174161	0.170570436	0.390968023	0.429297955	0.581948266	0.587261146	0.687537076	0.611894942	0.592992796	0.592933864	0.557070404	0.552354028	0	0.092667114	0.192556722	0.086812092	0.185775465	0.21314503	0.266097666	0.15092255	0.208811632	0.249453193	0.183430611	0.12613813	0.213553277	0.340882695	0.39879538
YA2	0.790991791	0.909880565	0.691673989	0.806469238	0.7397672	0.785120374	0.791841861	0.773256786	0.797483458	0.699775625	0.848554283	0.735882127	0.785952082	0.831464975	0.832639236	0.881367989	0.695919938	0.809226386	0.789410151	0.863658764	0.786842105	0.756457975	0.782270776	0.721812782	0.816159634	0.779768119	0.80408608	0.809466484	0.745198179	0.914882082	0.708828198	0.838079164	0.740552486	0.783144406	0.778021256	0.768206821	0.769887296	0.69595414	0.810291859	0.835666063	0.799792134	0.810389893	0.761157704	0.715417435	0.79644156	0.717025288	0.783982773	0.823436259	0.704171695	0.775911313	0.679298584	0.719056865	0.795914163	0.733532386	0.707864425	0.772022854	0.724561056	0.172828508	0.272971912	0.206093388	0.17493589	0.095630714	0.103448276	0.184077931	0.156895403	0.209831132	0.190583212	0.107022661	0.153929819	0.103887474	0.163490811	0.362173963	0.413555103	0.150572741	0.162515358	0.145893165	0.187457241	0.50856886	0.472542297	0.438203565	0.44115283	0.155389746	0.115834097	0.379083876	0.39920904	0.570191226	0.56807246	0.693934887	0.611708615	0.591948255	0.587543869	0.557363348	0.549322373	0.092667114	0	0.20918339	0.057152558	0.188901811	0.174694784	0.281536254	0.1116757	0.170241287	0.229858085	0.150605551	0.120077176	0.173977441	0.266428996	0.360930705
YA3	0.786767486	0.909134183	0.644610859	0.799563574	0.705844778	0.750105887	0.755319149	0.765357065	0.774372523	0.65	0.841313706	0.704758856	0.758851675	0.829125386	0.829260381	0.881675728	0.646869812	0.803297935	0.773407439	0.862826667	0.761414001	0.74058849	0.760139786	0.685682147	0.795846832	0.752327946	0.779959665	0.801620296	0.721744771	0.912740334	0.662330739	0.823061419	0.700758595	0.759014295	0.752201057	0.743826003	0.73610445	0.655698105	0.806572268	0.834919277	0.788150043	0.788234046	0.74076882	0.692720447	0.776281994	0.689252953	0.762464772	0.814651563	0.684736053	0.749937495	0.654479469	0.698725151	0.767125169	0.720583388	0.68471447	0.748711932	0.70286738	0.310565404	0.415302336	0.339317388	0.291723202	0.194147194	0.190510031	0.232873726	0.277582572	0.140097667	0.166748701	0.249249249	0.292047227	0.193529253	0.318518519	0.432291958	0.449099818	0.205086755	0.181210243	0.32089177	0.323348311	0.507110042	0.473137105	0.457105398	0.454342362	0.1509517	0.277601293	0.34680828	0.411117831	0.564788964	0.571837814	0.663519313	0.575708502	0.583953097	0.575550494	0.527612021	0.525931534	0.192556722	0.20918339	0	0.184426455	0.074849008	0.293024261	0.14729432	0.214901918	0.274536458	0.341963557	0.330027051	0.254072561	0.188515049	0.329098574	0.39958228
YA4	0.788658094	0.910166756	0.685928828	0.803161542	0.736964643	0.781271876	0.786073689	0.772513942	0.789875322	0.69180719	0.848216216	0.730504152	0.780781917	0.831066804	0.832884097	0.881702358	0.689365875	0.805992835	0.785267736	0.863831172	0.781749049	0.75235265	0.773601163	0.717741935	0.811797753	0.774511405	0.797678812	0.807752779	0.736361637	0.914477572	0.700775446	0.833414253	0.73727422	0.778199772	0.773230569	0.763051771	0.760516045	0.688728702	0.805739754	0.835662624	0.798276516	0.805978202	0.754542986	0.706907938	0.789622799	0.709376476	0.778116615	0.820770026	0.695251423	0.766328491	0.672288276	0.715273427	0.786388886	0.725763798	0.697570298	0.764418555	0.719171505	0.185107557	0.274726495	0.210411199	0.182681688	0.073504084	0.084334668	0.174800355	0.158398416	0.180809363	0.166518255	0.112123569	0.167753274	0.099517226	0.170985035	0.372212107	0.411296649	0.146538019	0.142841337	0.16632537	0.198193111	0.505203985	0.467735649	0.450365726	0.441778485	0.129276076	0.138204925	0.375751227	0.393508674	0.568356546	0.56804037	0.695683021	0.617640598	0.593018118	0.590088847	0.562068775	0.552327501	0.086812092	0.057152558	0.184426455	0	0.162341581	0.172072567	0.26142576	0.104798121	0.156467854	0.241864069	0.17553222	0.133543165	0.161701647	0.278941176	0.365106002
YA5	0.782489372	0.904400527	0.65346693	0.794028743	0.711785298	0.745515932	0.763726945	0.760380623	0.780445427	0.64892713	0.840402436	0.712311291	0.762686725	0.819552065	0.824175824	0.875836431	0.647190652	0.796565109	0.77113951	0.854075885	0.762702847	0.739060142	0.763849319	0.685328494	0.797110652	0.757065159	0.780010576	0.795326606	0.72265604	0.911263158	0.673536598	0.822851707	0.704315197	0.760204082	0.754585571	0.743154524	0.748314129	0.654810932	0.795772773	0.828912326	0.785729454	0.787938052	0.740036174	0.695042952	0.77616658	0.695875801	0.765576505	0.814704231	0.682936172	0.753022553	0.659643009	0.688288482	0.774706303	0.721121801	0.680064171	0.750171024	0.696999818	0.279827167	0.37016094	0.299737589	0.27021035	0.166775457	0.163117477	0.215724602	0.234771369	0.118823657	0.145425816	0.220149051	0.253772747	0.169182829	0.278412508	0.419854128	0.442597773	0.201546226	0.16158388	0.28149179	0.284222161	0.522776809	0.480649733	0.470444608	0.458409837	0.120464759	0.239575815	0.345643019	0.404656259	0.576002182	0.589791438	0.677464186	0.586726187	0.599221159	0.591699989	0.542644038	0.538660488	0.185775465	0.188901811	0.074849008	0.162341581	0	0.255020188	0.164641002	0.177095308	0.228560594	0.328781228	0.295531103	0.227265225	0.171682589	0.308944492	0.375424378
YD1	0.784104389	0.903474496	0.699775713	0.796811902	0.749906999	0.792483746	0.79215124	0.771276884	0.795843005	0.708796764	0.841999151	0.737842876	0.787272438	0.815368253	0.826199601	0.873889214	0.703592814	0.798508258	0.785093101	0.853362441	0.781533212	0.753982396	0.783686631	0.725454545	0.812831389	0.779131271	0.802257193	0.799074123	0.744118282	0.911722829	0.717068498	0.833730474	0.746052208	0.783481549	0.771894311	0.770456733	0.775271334	0.700428725	0.795476368	0.827080109	0.798606309	0.802139604	0.758413731	0.713452566	0.79228813	0.722409578	0.782126273	0.821210193	0.701049263	0.770509042	0.67777561	0.708364342	0.794549156	0.73201271	0.697272679	0.767807121	0.720924006	0.228487932	0.263851811	0.216355441	0.26798873	0.194963754	0.199847195	0.289553863	0.220075553	0.266995287	0.234549028	0.168974163	0.183076666	0.192291128	0.174956179	0.419772372	0.460811256	0.254290172	0.248588797	0.193440428	0.250858345	0.541250341	0.498170299	0.474678502	0.47000446	0.259377231	0.183042172	0.393886935	0.412339445	0.465624658	0.48215366	0.589845215	0.513796077	0.493605029	0.492555092	0.466016789	0.449843429	0.21314503	0.174694784	0.293024261	0.172072567	0.255020188	0	0.356545064	0.163466813	0.151666486	0.278453519	0.2204782	0.199779493	0.258189464	0.279916993	0.232043896
YD2	0.802230802	0.910084034	0.659549607	0.779198816	0.71203552	0.761842174	0.719642951	0.77264156	0.772274111	0.639231461	0.825963061	0.694548922	0.753893259	0.790447982	0.834988459	0.881238423	0.64968627	0.789741416	0.768108252	0.870253667	0.743796394	0.740293217	0.7528787	0.701946601	0.782617867	0.739943674	0.768432148	0.759830643	0.72147687	0.909152898	0.671483775	0.804076473	0.67724359	0.75096658	0.735085303	0.752446809	0.735315906	0.682230039	0.785865874	0.83576623	0.803714089	0.769384745	0.731442506	0.705022448	0.76826517	0.684595065	0.754363447	0.79284702	0.699462923	0.752412646	0.626474739	0.707578439	0.757650465	0.726096777	0.689613642	0.739008143	0.715016083	0.367599569	0.470011378	0.373038745	0.361784675	0.286031763	0.276023011	0.294773293	0.341670245	0.1957119	0.252578999	0.328057242	0.361932666	0.26887247	0.380106765	0.381449018	0.41003498	0.284361457	0.262118104	0.363838048	0.346255507	0.48330347	0.454673836	0.390133514	0.397272425	0.246791546	0.346315557	0.33297466	0.385152838	0.526304348	0.538638228	0.676237149	0.609068496	0.563005282	0.555651284	0.50320461	0.500107388	0.266097666	0.281536254	0.14729432	0.26142576	0.164641002	0.356545064	0	0.282456906	0.338695746	0.347877741	0.39285115	0.323648723	0.204247827	0.32974212	0.449009658
